source_id,ra,dec,l,b,parallax,pmra,pmdec,parallax_error,pmra_error,pmdec_error,ruwe,bp_g,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,pm,Simbad,main_id,main_type,sp_type,radvel,vtan,plx,gal_cord,gal_Y,gal_X,plx_err,pmra,pm,pmdec,B,V,gal_Z
195056184567706368,81.39668642657952,42.39163973092635,166.4736777911453,3.8368870638657007,0.8545736021205824,-0.4584527171666854,-1.9743056295361883,0.039945584,0.04562238,0.03402038,0.97129077,-0.0064020157,0.022447586,,,2.0268354,Simbad,HD 278126,Star,B8,,11.26324248425295,0.8546,"(-0.21410561216378543, -0.6238602114286603, 0.9665299611779925)",(-0.6238602114286603),(-0.21410561216378543),0.0399,-0.458,2.0264351927594677,-1.974,9.846,9.831,0.9665299611779925
182639395454247808,81.81639425217108,34.42873944363608,173.27104203870337,-0.3314429230148464,0.5172504289484398,-0.02016378363001703,-2.288963088843122,0.02183524,0.02319804,0.015808687,0.9551634,0.07668114,0.2654047,,,2.289052,Simbad,HD 281150,Star,B2,,21.019070002880962,0.5173,"(-0.08707858570459735, -1.05768346463997, 1.6157516538034797)",(-1.05768346463997),(-0.08707858570459735),0.0218,-0.02,2.289087393042708,-2.289,9.73,9.61,1.6157516538034797
195365594010029440,81.8173225274307,42.29640171071812,166.72620353948676,4.042457924612015,0.226345382678207,-0.0678877470468593,-0.1701757136232992,0.02403782,0.028138772,0.018747987,1.1833677,0.21455002,0.6143675,,,0.18321714,Simbad,HD 278199,Star,B3,,3.84314692580548,0.2263,"(-0.7992837860469227, -2.3373139508067893, 3.6640005503120965)",(-2.3373139508067893),(-0.7992837860469227),0.024,-0.068,0.18309561130692897,-0.17,9.79,9.53,3.6640005503120965
3447420616137931648,81.85672683777725,32.08725090067427,175.2356341544478,-1.6063337269876994,0.9053411305413454,-1.2281861923575612,-3.0317537240435675,0.028041096,0.033954784,0.024864327,1.1344018,0.02559185,0.11795139,,,3.2710812,Simbad,HD  35609,Star,A0,,17.163799775830068,0.9053,"(-0.00473887596884863, -0.607622102112171, 0.9224574105017027)",(-0.607622102112171),(-0.00473887596884863),0.028,-1.228,3.2712396421986414,-3.032,9.53,9.5,0.9224574105017027
182555596352509056,82.02828746211549,33.78577002678258,173.9030578732303,-0.5430313278603155,1.0867404834270231,-0.005842681149767437,-3.295496041674947,0.028602157,0.030606456,0.021628477,0.8893832,-0.009905815,0.021962166,,,3.2955012,Simbad,HD 243804,Star,OB-,,14.402573631281594,1.0867,"(-0.030934191112066675, -0.5020849820031964, 0.7705540028558906)",(-0.5020849820031964),(-0.030934191112066675),0.0286,-0.006,3.2950055214078775,-3.295,9.14,9.16,0.7705540028558906
3446184245374468864,82.05818622374832,30.0513235782284,177.0264555967348,-2.59229102089588,0.6388154924950157,0.7831498070521951,-1.6751897011506303,0.024154427,0.024896381,0.017649798,1.0120283,0.066352844,0.23626804,,,1.8492118,Simbad,HD 243845,Star,OB-,,13.748649582613703,0.6388,"(0.04910099722054212, -0.8606386820334494, 1.3067047968313634)",(-0.8606386820334494),(0.04910099722054212),0.0242,0.783,1.8489763572423292,-1.675,9.96,9.9,1.3067047968313634
182666303428762240,82.10629382932922,34.61401322410064,173.2497048107631,-0.029911024194964796,0.46883812528582686,0.03338366069724977,-2.364108108416253,0.021019865,0.023081187,0.017738208,1.2309489,0.13142586,0.39994812,,,2.364344,Simbad,LS   V +34   34,Star,B,,23.954978926744683,0.4688,"(-0.10221468569109586, -1.159045336499094, 1.7878216430485319)",(-1.159045336499094),(-0.10221468569109586),0.021,0.033,2.3642303830761193,-2.364,10.56,10.24,1.7878216430485319
182666303428762240,82.10629382932922,34.61401322410064,173.2497048107631,-0.029911024194964796,0.46883812528582686,0.03338366069724977,-2.364108108416253,0.021019865,0.023081187,0.017738208,1.2309489,0.13142586,0.39994812,,,2.364344,Simbad,LS   V +34   34,Star,B,,23.954978926744683,0.4688,"(-0.10221468569109586, -1.159045336499094, 1.7878216430485319)",(-1.159045336499094),(-0.10221468569109586),0.021,0.033,2.3642303830761193,-2.364,10.56,10.24,1.7878216430485319
182666956265247488,82.1641930597201,34.66907319464361,173.23027097411068,0.04025328106464889,0.4592998786384251,0.8235310008934003,-3.9345293413810536,0.030664263,0.037122454,0.02719556,0.9506341,0.13117504,0.41314793,,,4.0197916,Simbad,BD+34  1058,Star,O8nn,,41.577735482080065,0.4593,"(-0.10626415860332251, -1.1813100777711336, 1.8257951072858212)",(-1.1813100777711336),(-0.10626415860332251),0.0307,0.824,4.020348290685519,-3.935,8.99,8.84,1.8257951072858212
182866238446258176,82.17729340741337,35.013717600836536,172.94927471460264,0.24009578099021758,0.49183070542275464,0.3825552018155215,-1.043931166113827,0.0301512,0.03770348,0.024663517,1.2026213,0.07373047,0.2626896,,,1.1118187,Simbad,BD+34  1059,Star,B0IV-V,,10.740489615649418,0.4918,"(-0.11138493716764736, -1.1017484508042956, 1.705357243424833)",(-1.1017484508042956),(-0.11138493716764736),0.0302,0.383,1.112036400542258,-1.044,9.37,9.26,1.705357243424833
3446181294733122944,82.1992919884132,30.02599676218612,177.11519485408283,-2.5045194573991236,0.6783078498412971,0.9979101544288784,-1.545252095376961,0.018048957,0.022192076,0.01440553,0.8843184,0.07384491,0.24805546,,,1.8394642,Simbad,HD 243940,Star,B5,,12.880260217769019,0.6783,"(0.04714722446690758, -0.8079311288234187, 1.2322775749277903)",(-0.8079311288234187),(0.04714722446690758),0.018,0.998,1.8393012216789897,-1.545,10.78,10.37,1.2322775749277903
183355216182727936,82.49002934583521,35.954740653706956,172.30554096895307,0.9722349537718213,0.5487196342887178,1.2911030979276255,-2.400865102514804,0.029711407,0.0304716,0.023848874,1.299489,0.15007496,0.4525547,,,2.7260046,Simbad,HD  35952,Star,B5II-III,,23.599151781877193,0.5487,"(-0.12896661549783867, -0.9777021812684671, 1.5326233944196432)",(-0.9777021812684671),(-0.12896661549783867),0.0297,1.291,2.7260745248550116,-2.401,9.07,8.84,1.5326233944196432
183249594347730304,82.49635151154459,35.20266582787962,172.93598546399767,0.5620451592350488,0.5359861320775078,0.06104924016267048,-2.113260294878462,0.024331564,0.025627142,0.018808117,1.0063515,0.03599167,0.15643787,,,2.114142,Simbad,BD+35  1141,Star,B0.5:V:n,,18.733079972013716,0.536,"(-0.1076460409965075, -1.0031893944035803, 1.569316417183412)",(-1.0031893944035803),(-0.1076460409965075),0.0243,0.061,2.1138802347606216,-2.113,9.71,9.64,1.569316417183412
189549246217443584,83.94884862237774,37.46795607495175,171.67299721932315,2.7771170510826346,0.5927202750619285,0.7538200997145164,-2.996100324218243,0.018367438,0.018237704,0.014154782,0.98094356,0.15778828,0.4570017,,,3.089476,Simbad,BD+37  1245,Star,OB-,,24.759165005756365,0.5927,"(-0.1612177598961311, -0.8714019658399721, 1.435719962737245)",(-0.8714019658399721),(-0.1612177598961311),0.0184,0.754,3.089422571000055,-2.996,10.8,10.41,1.435719962737245
3441688106106307456,84.42020385076178,27.271274898252095,180.4896576408651,-2.365800322874125,0.654959795834669,0.8657995693084454,-2.190978049570986,0.01799768,0.021514334,0.015591376,0.94744515,0.17292023,0.53533363,,,2.3558424,Simbad,V* ET Tau,EB*,B8,,17.08503671269513,0.655,"(0.12558352513113036, -0.7949723282687278, 1.297349065380082)",(-0.7949723282687278),(0.12558352513113036),0.018,0.866,2.3559365385281024,-2.191,9.09,8.79,1.297349065380082
190070242930875776,84.81195036490016,38.54964750114113,171.1204772919602,3.9296192045163476,0.8883038417312504,-0.3786501702073222,-2.5879880650489295,0.025796577,0.025762336,0.02043099,0.8476316,0.008636475,0.08624458,,,2.6155417,Simbad,HD  37290,Star,B8,,13.986400943059941,0.8883,"(-0.12785287218067326, -0.5677694704723981, 0.9636363513339458)",(-0.5677694704723981),(-0.12785287218067326),0.0258,-0.379,2.6156042063990625,-2.588,8.54,8.51,0.9636363513339458
3455729793008409088,85.24766650905262,35.84623861608599,173.6027372917931,2.7944544478328273,0.5652493153014072,-0.24072735977872634,-2.3404600897682695,0.022582,0.028299833,0.014807108,1.3866707,0.590518,1.3507328,,,2.3528075,Simbad,BD+35  1201,Star,O9.5V,,19.769629719489824,0.5652,"(-0.11734492082548453, -0.8908984134794791, 1.5241065364193438)",(-0.8908984134794791),(-0.11734492082548453),0.0226,-0.241,2.35237771538342,-2.34,11.43,10.54,1.5241065364193438
3441404019789759488,85.40328072802461,26.615549562273536,181.51144605731136,-1.9715592901899512,1.2919985749182603,-1.0162549884445893,-4.386595700586538,0.041572277,0.039740834,0.023581738,1.0887455,0.0061159134,0.08646965,,,4.5027766,Simbad,HD  37696,Star,B9,,16.555560967729544,1.292,"(0.07313798292071633, -0.39289293566383254, 0.6628366041114696)",(-0.39289293566383254),(0.07313798292071633),0.0416,-1.016,4.503112776009714,-4.387,7.97,7.96,0.6628366041114696
3454644235734067968,86.11754507800956,34.399688223816,175.20925768976366,2.640984073677088,0.5796672750643596,0.6275775713518374,-4.7238330625585165,0.020352958,0.020616276,0.013246678,1.1893617,0.32271862,0.8415785,,,4.7653384,Simbad,BD+34  1156,Star,B,,39.048489110770504,0.5797,"(-0.06992821495384378, -0.8531178284264338, 1.497674580998219)",(-0.8531178284264338),(-0.06992821495384378),0.0204,0.628,4.765559761976625,-4.724,9.87,9.36,1.497674580998219
3454627949218109952,86.18934953277649,34.27136658062424,175.34981995160817,2.624675361021448,0.40019651970962067,-0.23371019172884994,-1.5305643870264822,0.020254042,0.023188764,0.013245839,1.0899383,0.1763525,0.40212822,,,1.5483048,Simbad,BD+34  1158,Star,OB-e,,18.382560968830166,0.4002,"(-0.09559147831910039, -1.2338453210606248, 2.1707698623953324)",(-1.2338453210606248),(-0.09559147831910039),0.0203,-0.234,1.548779172953558,-1.531,11.0,10.942,2.1707698623953324
3454622863978100608,86.27184829402037,34.143176616281906,175.49493716042133,2.616152940055213,0.317294691361827,0.11148528998997641,-2.2884794804241357,0.02760993,0.03157241,0.01827147,1.099319,0.18182468,0.52090263,,,2.2911935,Simbad,BD+34  1161,Star,OB-,,34.29178258438558,0.3173,"(-0.11336270412664853, -1.5533482658724935, 2.7398516918501463)",(-1.5533482658724935),(-0.11336270412664853),0.0276,0.111,2.2906910177712105,-2.288,10.74,10.52,2.7398516918501463
3454621863248188544,86.30117396125888,34.09598010451231,175.5479285112972,2.6123213672215524,0.8294152705536882,0.06613055898523168,-3.3318695820721156,0.02881742,0.038688853,0.022884773,1.0628589,0.049785614,0.1925869,,,3.3325257,Simbad,BD+34  1162,Star,B2V:nn,,19.086212990472713,0.8294,"(-0.04235499418341711, -0.5938688643378878, 1.0484351568550647)",(-0.5938688643378878),(-0.04235499418341711),0.0288,0.066,3.3326537075209193,-3.332,9.04,8.95,1.0484351568550647
3429349794640238720,86.43545889859162,26.560247049988654,182.04245012202168,-1.2144042302393265,0.6040614031295861,1.1511998059956214,-3.6042197563352487,0.018402584,0.023394732,0.013829676,1.0196848,0.09007263,0.2999611,,,3.7836041,Simbad,HD 247176,Star,B2V,,29.74811753447429,0.6041,"(0.15925328869880284, -0.8171922566282848, 1.43074655307854)",(-0.8171922566282848),(0.15925328869880284),0.0184,1.151,3.7833342049439445,-3.604,9.75,9.61,1.43074655307854
3448212298871507328,86.58783406807174,32.261081594345995,177.24158730679227,1.8637619474608378,0.5364901801414408,1.5327744703868273,-2.4727185307282955,0.037698258,0.044743646,0.026580576,1.1235305,0.0901804,0.30413723,,,2.9092498,Simbad,LS   V +32   11,EB*,OB-,,25.760742474910945,0.5365,"(-0.005525713877662649, -0.9140311604489674, 1.624426855964025)",(-0.9140311604489674),(-0.005525713877662649),0.0377,1.533,2.9096079469838143,-2.473,10.56,10.34,1.624426855964025
3443102971413571456,86.93620177065633,28.181364902956737,180.88734053206616,0.0069327116204674355,0.7235755094930476,-0.08402670394802779,-3.8459249448413098,0.031078946,0.03288616,0.020110538,1.1549809,0.011147499,0.07539368,,,3.8468428,Simbad,BD+28   892,Star,B,,25.252705080469575,0.7236,"(0.09444006774388072, -0.6731219168985263, 1.2032681385077577)",(-0.6731219168985263),(0.09444006774388072),0.0311,-0.084,3.846917188894938,-3.846,9.81,9.81,1.2032681385077577
3443948702013968384,87.40762360901691,30.15802564149935,179.4055320822243,1.3785262405023035,0.5538245763324149,-0.4152027347752102,-1.0740387010744619,0.022125958,0.024728047,0.015700031,1.1409544,0.099998474,0.32584953,,,1.1515001,Simbad,HD 247912,Star,OB-,,9.875599299353285,0.5538,"(0.06167817021533761, -0.8677919516601874, 1.5823107083238228)",(-0.8677919516601874),(0.06167817021533761),0.0221,-0.415,1.151390897265683,-1.074,9.83,9.71,1.5823107083238228
3423866500089693952,88.49253809722875,20.876294779223066,187.89060599164804,-2.512988488510801,0.3265081816576571,-1.2148144259364415,-1.7774586547128024,0.01695211,0.019087112,0.013316873,0.9249824,0.119540215,0.38389206,,,2.152936,Simbad,HD 248894,Star,O8:V:nn,,31.31744240150965,0.3265,"(0.5981926025852211, -1.4110387176405021, 2.6517541171353884)",(-1.4110387176405021),(0.5981926025852211),0.017,-1.215,2.1526620840616713,-1.777,9.5,9.29,2.6517541171353884
3431579844738025472,89.57093488021982,29.011781889658867,181.34703983084353,2.421364346567131,0.4929694210034223,0.16615486751016517,-2.0352389961534625,0.022710726,0.026771136,0.017948695,1.141873,0.11589146,0.3601656,,,2.04201,Simbad,LS   V +29   18,Star,OB-,,19.672123614009944,0.493,"(0.11132815348402976, -0.91587303454934, 1.8064272165593842)",(-0.91587303454934),(0.11132815348402976),0.0227,0.166,2.041759359111053,-2.035,10.92,10.68,1.8064272165593842
3424748785153094784,89.69510736237274,23.250782885132,186.39646998044884,-0.35677441177258,0.4247132958441166,0.2293558944439354,-2.1581183262129824,0.031484332,0.034081712,0.022602994,1.328327,0.2422123,0.67133904,,,2.1702716,Simbad,HD 249788,Star,B1V,,24.271374684162183,0.4247,"(0.3646136011017335, -1.0504328602816835, 2.075525086294544)",(-1.0504328602816835),(0.3646136011017335),0.0315,0.229,2.170116343741398,-2.158,9.45,9.16,2.075525086294544
3430804074864666112,89.9350828737032,27.222135746154738,183.0603633669658,1.8093834141799552,0.531414923161776,-0.19977324019681408,-2.2741980077355337,0.021122303,0.020631231,0.014893511,0.8903288,0.07168484,0.24176693,,,2.2829554,Simbad,LS   V +27   21,Star,OB-,,20.40495933979596,0.5314,"(0.16202668082201105, -0.838984629337361, 1.6766348302147758)",(-0.838984629337361),(0.16202668082201105),0.0211,-0.2,2.2827780844348142,-2.274,10.17,10.04,1.6766348302147758
3423847224275160960,91.37424412254484,23.004776724051183,187.37317751119485,0.864330083051171,0.5398436679644061,0.34513449659284257,-2.3010116093142936,0.02335133,0.027114136,0.020129513,1.0514934,0.1753149,0.51434135,,,2.3267515,Simbad,HD 251311,V*,B1.5:IV:n,,20.474103311200132,0.5398,"(0.29491228365767463, -0.7810686650215922, 1.653739849081818)",(-0.7810686650215922),(0.29491228365767463),0.0234,0.345,2.326720153099079,-2.301,9.05,8.79,1.653739849081818
3423575778045073408,92.03050625277811,22.452398374751727,188.15057896727956,1.1238206826549386,0.7591710239260283,1.1155562046742653,-3.3348051879043714,0.025108598,0.026572712,0.019006306,1.0143363,0.08552647,0.28272343,,,3.5164459,Simbad,HD  41768,Star,B9III,,22.00298248118766,0.7592,"(0.22211425601054435, -0.5417808120958703, 1.1798692227344394)",(-0.5417808120958703),(0.22211425601054435),0.0251,1.116,3.516771324613186,-3.335,9.61,9.51,1.1798692227344394
3425498587661488768,92.30121953432521,23.89008880939932,187.01287622411758,2.0378955854753404,0.6008864336621167,1.7146057171888875,-0.7557786921511195,0.022510534,0.028749462,0.021236276,0.9488821,0.009429932,0.087239265,,,1.8737861,Simbad,HD 252321,Star,B1V,,14.815479710307478,0.6009,"(0.2393039504625073, -0.6810844833414179, 1.499440100231443)",(-0.6810844833414179),(0.2393039504625073),0.0225,1.715,1.8742361420130154,-0.756,9.35,9.35,1.499440100231443
3376972019928132608,93.81432134317681,22.30112625055116,189.0761026301349,2.4978600989874646,0.5485261236428204,0.15232185411775195,-1.6565039019815502,0.023273336,0.027370447,0.023739606,1.0412256,0.17140865,0.50803757,,,1.6634924,Simbad,V* LR Gem,PulsV*bCep,B0IV,,14.409837026005535,0.5485,"(0.311214158342845, -0.7015512783400448, 1.6537419369663415)",(-0.7015512783400448),(0.311214158342845),0.0233,0.152,1.6639569746057838,-1.657,9.05,8.84,1.6537419369663415
3376925084525521280,93.82299915492547,22.294941152739106,189.08536986413057,2.5019832746347674,0.5278097538225325,0.27333043573706933,-1.7376030887375098,0.02311212,0.029350337,0.021016058,1.032877,0.2079134,0.57480145,,,1.7589695,Simbad,BD+22  1244,Star,OB-,,15.833126329898572,0.5278,"(0.32361413451189847, -0.7288030747807644, 1.7186754136998015)",(-0.7288030747807644),(0.32361413451189847),0.0231,0.273,1.759310410501415,-1.738,10.6,10.0,1.7186754136998015
3377068158475713408,93.86459004479691,22.452077911433662,188.96526753870657,2.610497148869858,0.5250621719054258,0.8552695153248066,-1.8406152602845496,0.017652329,0.02223393,0.01759792,1.098118,0.3281374,0.852499,,,2.0296183,Simbad,HD 253954,Star,B,,18.361845695808615,0.5251,"(0.3200982111819005, -0.7318528366446465, 1.7287754938798485)",(-0.7318528366446465),(0.3200982111819005),0.0177,0.855,2.029853693007121,-1.841,10.05,9.51,1.7287754938798485
3376597670578452992,93.97065535570663,21.10208717439984,190.20095874710492,2.055712909737692,0.5667877479167365,0.20785428775930265,-2.034045099790925,0.025700709,0.027593803,0.018944344,0.9990193,0.084300995,0.28411484,,,2.0446377,Simbad,HD  43208,Star,B5,,17.134589287827623,0.5668,"(0.3373408773291523, -0.6712447851410631, 1.596356361171703)",(-0.6712447851410631),(0.3373408773291523),0.0257,0.208,2.044607406089942,-2.034,9.2,9.06,1.596356361171703
3425632109602903808,94.10437878069015,23.919517215701863,187.77579711878963,3.499973261311792,0.5641960448354997,0.4895020045864911,-1.3556985211981651,0.015888168,0.022005752,0.014744869,0.9068284,0.18954182,0.53367615,,,1.4413642,Simbad,HD 254152,V*,B8,,12.138656612721178,0.5642,"(0.2528986585987638, -0.678800594709042, 1.6176367495163406)",(-0.678800594709042),(0.2528986585987638),0.0159,0.49,1.4418168142258232,-1.356,10.9,10.6,1.6176367495163406
3432117716380866944,94.34608314978958,25.953461222806638,186.08045864587552,4.651233746156943,0.4742280223936919,0.435705194686265,-1.7474595497050043,0.04239206,0.031542514,0.027347265,0.9189487,0.103559494,0.32116222,,,1.8009591,Simbad,BD+25  1194,Star,OB-,,18.036222034580515,0.4742,"(0.22641697228109303, -0.8059367800047645, 1.93553630013674)",(-0.8059367800047645),(0.22641697228109303),0.0424,0.436,1.8005845630664092,-1.747,10.16,10.03,1.93553630013674
3375801314922453120,94.53773522602259,20.531899072732894,190.954777237919,2.252274833673875,0.578687635782853,0.34580172722943503,-2.675410504758064,0.023780422,0.025141636,0.018546388,1.0362527,0.08258629,0.27517414,,,2.6976657,Simbad,HD 254681,V*,B5,,22.13944862177023,0.5787,"(0.34676714318872776, -0.6409317540070371, 1.566837928112131)",(-0.6409317540070371),(0.34676714318872776),0.0238,0.346,2.6972840106180045,-2.675,10.25,10.01,1.566837928112131
3375801864678236672,94.58731326914786,20.566779035333187,190.9459595883343,2.30966922786533,0.5261502413312087,0.49305352244541034,-2.5580534278194804,0.021093003,0.022504935,0.016858635,0.95122814,0.090247154,0.2924719,,,2.605137,Simbad,HD 254728,V*,B8,,23.515971933056143,0.5262,"(0.3801802504354198, -0.703582619969466, 1.723955818990115)",(-0.703582619969466),(0.3801802504354198),0.0211,0.493,2.6050745996201687,-2.558,10.72,10.6,1.723955818990115
3377066023873341824,94.60544916476422,22.959508178619046,188.84110747311476,3.452637446976731,0.5620782181830647,0.5944810496712434,-1.6013763172890239,0.018203957,0.019782726,0.014114205,1.070509,0.23125076,0.6434355,,,1.708161,Simbad,HD 254700,Star,B5,,14.430338977899321,0.5621,"(0.2828429300487814, -0.6655802479716383, 1.6254218643173268)",(-0.6655802479716383),(0.2828429300487814),0.0182,0.594,1.7076407245827618,-1.601,10.16,9.83,1.6254218643173268
3377246313718987392,95.74267398433182,22.862810333204514,189.41756312481908,4.333464543321341,0.6425371766493588,0.28060944092651036,-2.5540529917853037,0.0155898,0.017817372,0.013905482,0.89358217,0.29980278,0.79504967,,,2.5694218,Simbad,HD 256035,Star,O9V:p,,18.99565086975935,0.6425,"(0.2489223026476071, -0.5556962496112459, 1.432369923352054)",(-0.5556962496112459),(0.2489223026476071),0.0156,0.281,2.569411656167633,-2.554,9.63,9.21,1.432369923352054
3377173058757220224,95.93839626758539,22.394038161729846,189.9180514719591,4.2759650172646175,0.6038193812982541,0.5834159003004774,-3.0787395855427073,0.018774517,0.020817384,0.016227584,0.98032314,0.06854534,0.24637127,,,3.1335301,Simbad,HD 256276,Star,B1.5:V:nn,,24.652394389925202,0.6038,"(0.2779920964496262, -0.5850794279508321, 1.5242461866589512)",(-0.5850794279508321),(0.2779920964496262),0.0188,0.583,3.1337085688575526,-3.079,9.35,9.24,1.5242461866589512
3383192953638670208,99.74755947660526,24.7312973910782,189.4068061881811,8.446385873253389,0.8987520906554765,1.6941362418217885,-3.6571375180774335,0.025592512,0.027161475,0.021212293,0.84950316,-0.023500443,-0.030400276,,,4.030478,Simbad,HD 261105,Star,B8,,21.299405695368087,0.8988,"(0.1376188420356334, -0.33438185796945874, 1.05219607551197)",(-0.33438185796945874),(0.1376188420356334),0.0256,1.694,4.030296035381582,-3.657,9.49,9.6,1.05219607551197
